N_tume,I_meses,Esp,Parc_m2,N_arv,DAP_cm,H_m,Cod
2,44,E_urophylla,432,20,10.2,10.6,
2,44,E_urophylla,432,21,11.7,11,
2,44,E_urophylla,432,22,,,1
2,44,E_urophylla,432,23,13.2,11.6,
2,44,E_urophylla,432,24,10.4,11.6,
2,44,E_urophylla,432,25,11,12,
2,44,E_urophylla,432,26,10.8,12,
2,44,E_urophylla,432,27,13.5,14.6,
2,44,E_urophylla,432,28,10.7,11.6,
2,44,E_urophylla,432,29,,,5
2,44,E_urophylla,432,30,12.8,12.6,
2,44,E_urophylla,432,31,9.4,11,
2,44,E_urophylla,432,32,10,11,
2,44,E_urophylla,432,33,13,10,
2,44,E_urophylla,432,34,13,11.6,
2,44,E_urophylla,432,35,14.5,12,
2,44,E_urophylla,432,36,10.6,10.6,
2,44,E_urophylla,432,37,12,11,
2,44,E_urophylla,432,38,13,11.6,
2,44,E_urophylla,432,39,11.8,13.6,
2,44,E_urophylla,432,40,,,1
2,44,E_urophylla,432,41,11.5,11,
2,44,E_urophylla,432,42,11.9,11.6,
2,44,E_urophylla,432,43,,,1
2,44,E_urophylla,432,44,13.8,12.6,
2,44,E_urophylla,432,45,12,13,
2,44,E_urophylla,432,46,12,12,
2,44,E_urophylla,432,47,11.8,14.6,
2,44,E_urophylla,432,48,13.4,14,
2,44,E_urophylla,432,49,11.5,12.6,
2,44,E_urophylla,432,50,10.8,12.6,
2,44,E_urophylla,432,51,14,14.6,
2,44,E_urophylla,432,52,11,10.6,
2,44,E_urophylla,432,53,11.3,10.4,
2,44,E_urophylla,432,54,7.4,10,
2,44,E_urophylla,432,55,14.2,13,
2,44,E_urophylla,432,56,8.9,10.5,
2,44,E_urophylla,432,57,16.9,13.6,
2,44,E_urophylla,432,58,8.3,11.2,
2,44,E_urophylla,432,59,11.6,12,
2,44,E_urophylla,432,60,10.5,12.6,
2,44,E_urophylla,432,61,10.9,11,
2,44,E_urophylla,432,62,9.2,11.6,
2,44,E_urophylla,432,63,11,11.6,
2,44,E_urophylla,432,64,11.7,13,
2,44,E_urophylla,432,65,13.9,13.6,
2,44,E_urophylla,432,66,13.3,12.6,
2,44,E_urophylla,432,67,10.5,11.6,
2,44,E_urophylla,432,68,13.6,13,
2,44,E_urophylla,432,69,10.4,11,
2,44,E_urophylla,432,70,9.9,11,
2,44,E_urophylla,432,71,12.5,11.6,
2,44,E_urophylla,432,72,11.5,11.6,
2,44,E_amaldulensis,432,1,15.5,11.7,
2,44,E_amaldulensis,432,2,14.5,11.6,
2,44,E_amaldulensis,432,3,15.5,11.6,
2,44,E_amaldulensis,432,4,11.5,9.2,
2,44,E_amaldulensis,432,5,13.5,9.9,
2,44,E_amaldulensis,432,6,13.5,10.9,
2,44,E_amaldulensis,432,7,12.3,10.7,
2,44,E_amaldulensis,432,8,10,10.9,
2,44,E_amaldulensis,432,9,7,9.6,
2,44,E_amaldulensis,432,10,14,11.1,
2,44,E_amaldulensis,432,11,14.5,11.2,
2,44,E_amaldulensis,432,12,7.2,8.7,
2,44,E_amaldulensis,432,13,13.5,11,
2,44,E_amaldulensis,432,14,14.7,10.9,
2,44,E_amaldulensis,432,15,15.1,12.5,
2,44,E_amaldulensis,432,16,15,10.9,
2,44,E_amaldulensis,432,17,13,10.8,
2,44,E_amaldulensis,432,18,13.7,10.8,
2,44,E_amaldulensis,432,19,13.8,11.4,
2,44,E_amaldulensis,432,20,11,10.6,
2,44,E_amaldulensis,432,21,10.9,10.6,
2,44,E_amaldulensis,432,22,8.1,10.4,
2,44,E_amaldulensis,432,23,11.1,10.8,
2,44,E_amaldulensis,432,24,10.8,11.1,
2,44,E_amaldulensis,432,25,9.3,10.3,
2,44,E_amaldulensis,432,26,7.2,10.4,
2,44,E_amaldulensis,432,27,11,10.3,
2,44,E_amaldulensis,432,28,10.9,11,
2,44,E_amaldulensis,432,29,8.2,8.8,
2,44,E_amaldulensis,432,30,10.8,9.2,
2,44,E_amaldulensis,432,31,9.1,9.4,
2,44,E_amaldulensis,432,32,2.6,4.2,
2,44,E_amaldulensis,432,33,11,10.8,
2,44,E_amaldulensis,432,34,11.5,11.7,
2,44,E_amaldulensis,432,35,12.5,11.6,
2,44,E_amaldulensis,432,36,12.2,11.9,
2,44,E_amaldulensis,432,37,11.3,11.7,
2,44,E_amaldulensis,432,38,10,11.9,
2,44,E_amaldulensis,432,39,10.7,11.7,
2,44,E_amaldulensis,432,40,,,5
2,44,E_amaldulensis,432,41,8.9,11.5,
2,44,E_amaldulensis,432,42,12.1,11.8,
2,44,E_amaldulensis,432,43,11.2,11.7,
2,44,E_amaldulensis,432,44,11.3,11.7,
2,44,E_amaldulensis,432,45,9,11.4,
2,44,E_amaldulensis,432,46,10.8,11.4,
2,44,E_amaldulensis,432,47,10.9,11.5,
2,44,E_amaldulensis,432,48,12.6,10.9,
2,44,E_amaldulensis,432,49,12.3,10.7,
2,44,E_amaldulensis,432,50,12.5,10.5,
2,44,E_amaldulensis,432,51,12.8,10.8,
2,44,E_amaldulensis,432,52,12,10.7,
2,44,E_amaldulensis,432,53,14.8,10.9,
2,44,E_amaldulensis,432,54,11.8,10.7,
2,44,E_amaldulensis,432,55,8.8,10.8,
2,44,E_amaldulensis,432,56,11.8,10.7,
2,44,E_amaldulensis,432,57,10.6,10.8,
2,44,E_amaldulensis,432,58,9.4,11,
2,44,E_amaldulensis,432,59,12.2,11.1,
2,44,E_amaldulensis,432,60,9,10.4,2
2,44,E_amaldulensis,432,61,9.4,10.7,
2,44,E_amaldulensis,432,62,10.4,10.7,
2,44,E_amaldulensis,432,63,10.9,10.5,
2,44,E_amaldulensis,432,64,2.1,10.6,
2,44,E_amaldulensis,432,65,9,3.3,
2,44,E_amaldulensis,432,66,8.9,10.9,
2,44,E_amaldulensis,432,67,9.1,10.5,
2,44,E_amaldulensis,432,68,8.8,10.4,
2,44,E_amaldulensis,432,69,12.1,10.7,
2,44,E_amaldulensis,432,70,3.7,4,
2,44,E_amaldulensis,432,71,12.2,11.1,
2,44,E_amaldulensis,432,72,12.1,11,
