N_tume,I_meses,Esp,Parc_m2,N_arv,DAP_cm,H_m,Cod,Cod2
44,65,E_citriodora,960,154,8.912676813,13.3,,
44,65,E_citriodora,960,155,10.18591636,14.5,,
44,65,E_citriodora,960,156,5.029296202,9.2,,
44,65,E_citriodora,960,157,14.86507168,16.7,,
44,65,E_citriodora,960,158,12.98704336,17.5,,
44,65,E_citriodora,960,159,4.679155327,8.2,,
44,65,E_citriodora,960,160,11.36366294,16.7,,
44,65,E_dunnii_hibrido,960,1,,,1,
44,65,E_dunnii_hibrido,960,2,,,5,
44,65,E_dunnii_hibrido,960,3,7.416620348,12.9,,
44,65,E_dunnii_hibrido,960,4,,,1,
44,65,E_dunnii_hibrido,960,5,,,1,
44,65,E_dunnii_hibrido,960,6,7.193803428,11.7,,
44,65,E_dunnii_hibrido,960,7,,,1,
44,65,E_dunnii_hibrido,960,8,,,1,
44,65,E_dunnii_hibrido,960,9,9.45380362,12.8,,
44,65,E_dunnii_hibrido,960,10,9.040000768,17.8,,
44,65,E_dunnii_hibrido,960,11,,,5,
44,65,E_dunnii_hibrido,960,12,3.69239468,6.6,,
44,65,E_dunnii_hibrido,960,13,10.18591636,17,,
44,65,E_dunnii_hibrido,960,14,15.50169146,22.4,,
44,65,E_dunnii_hibrido,960,15,5.092958179,9.6,,
44,65,E_dunnii_hibrido,960,16,,,5,
44,65,E_dunnii_hibrido,960,17,5.888732894,11.2,,
44,65,E_dunnii_hibrido,960,18,4.392676429,,20,
44,65,E_dunnii_hibrido,960,19,11.23633898,17.6,,
44,65,E_dunnii_hibrido,960,20,16.20197321,24.1,,
44,65,E_dunnii_hibrido,960,21,4.520000384,7.6,,
44,65,E_dunnii_hibrido,960,22,14.35577587,22,,
44,65,E_dunnii_hibrido,960,23,7.130141451,11.5,,
44,65,E_dunnii_hibrido,960,24,12.70056446,18.5,,
44,65,E_dunnii_hibrido,960,25,17.85718461,25.8,,
44,65,E_dunnii_hibrido,960,26,18.58929735,28,6,
44,65,E_dunnii_hibrido,960,27,9.167324722,15.8,,
44,65,E_dunnii_hibrido,960,28,12.89155039,,20,
44,65,E_dunnii_hibrido,960,29,18.90760724,25.6,6,
44,65,E_dunnii_hibrido,960,30,6.557183655,13,,
44,65,E_dunnii_hibrido,960,31,10.94986008,19.5,,
44,65,E_dunnii_hibrido,960,32,10.59971921,16.9,,
44,65,E_dunnii_hibrido,960,33,1.62338042,,7,
44,65,E_dunnii_hibrido,960,34,2.387324146,4.1,,
44,65,E_dunnii_hibrido,960,35,9.994930426,12.7,,
44,65,E_dunnii_hibrido,960,36,11.17267701,18.7,,
44,65,E_dunnii_hibrido,960,37,10.02676141,14.1,,
44,65,E_dunnii_hibrido,960,38,,,1,
44,65,E_dunnii_hibrido,960,39,2.99211293,2.5,,
44,65,E_dunnii_hibrido,960,40,,,1,
44,65,E_dunnii_hibrido,960,41,8.594366927,12.1,,
44,65,E_dunnii_hibrido,960,42,6.557183655,11.5,,
44,65,E_dunnii_hibrido,960,43,9.612958563,14.3,,
44,65,E_dunnii_hibrido,960,44,10.9180291,15,,
44,65,E_dunnii_hibrido,960,45,9.549296586,11.9,,
44,65,E_dunnii_hibrido,960,46,9.421972631,15.5,,
44,65,E_dunnii_hibrido,960,47,13.65549412,15.2,,
44,65,E_dunnii_hibrido,960,48,5.379437077,8.1,,
44,65,E_dunnii_hibrido,960,49,,,5,
44,65,E_dunnii_hibrido,960,50,14.89690267,16.5,,
44,65,E_dunnii_hibrido,960,51,11.80929678,16.5,,
44,65,E_dunnii_hibrido,960,52,10.50422624,15.2,,
44,65,E_dunnii_hibrido,960,53,3.851549623,2.9,,
44,65,E_dunnii_hibrido,960,54,10.98169107,19.3,,
44,65,E_dunnii_hibrido,960,55,17.22056484,21.1,,
44,65,E_dunnii_hibrido,960,56,10.18591636,,20,
44,65,E_dunnii_hibrido,960,57,11.4591559,15.9,,
44,65,E_dunnii_hibrido,960,58,13.01887434,15.1,,
44,65,E_dunnii_hibrido,960,59,5.602253997,8.4,,
44,65,E_dunnii_hibrido,960,60,12.60507149,23.3,,
44,65,E_dunnii_hibrido,960,61,10.59971921,16.6,,
44,65,E_dunnii_hibrido,960,62,12.79605742,22.1,,
44,65,E_dunnii_hibrido,960,63,16.45662112,19.2,,
44,65,E_dunnii_hibrido,960,64,9.549296586,14.6,,
44,65,E_dunnii_hibrido,960,65,8.116902098,17.2,,
44,65,E_dunnii_hibrido,960,66,11.26816997,18.7,,
44,65,E_dunnii_hibrido,960,67,10.66338119,18,,
44,65,E_dunnii_hibrido,960,68,23.61859355,29.7,6,
44,65,E_dunnii_hibrido,960,69,18.27098747,24.3,,
44,65,E_dunnii_hibrido,960,70,17.02957891,25.7,,
44,65,E_dunnii_hibrido,960,71,15.88366332,22.4,,
44,65,E_dunnii_hibrido,960,72,15.72450838,22.8,,
44,65,E_dunnii_hibrido,960,73,20.53098766,21.1,6,
44,65,E_dunnii_hibrido,960,74,11.04535305,,20,
44,65,E_dunnii_hibrido,960,75,10.69521218,16.5,,
44,65,E_dunnii_hibrido,960,76,5.856901906,10.8,,
44,65,E_dunnii_hibrido,960,77,15.91549431,22.8,,
44,65,E_dunnii_hibrido,960,78,12.73239545,19,,
44,65,E_dunnii_hibrido,960,79,5.347606088,11,,
44,65,E_dunnii_hibrido,960,80,18.01633956,21,,
44,65,E_dunnii_hibrido,960,81,13.84648005,,20,
44,65,E_dunnii_hibrido,960,82,14.61042378,20.1,,
44,65,E_dunnii_hibrido,960,83,11.77746579,18.4,,
44,65,E_dunnii_hibrido,960,84,7.798592212,12.9,,
44,65,E_dunnii_hibrido,960,85,14.57859279,20.2,,
44,65,E_dunnii_hibrido,960,86,2.546479089,3.8,,
44,65,E_dunnii_hibrido,960,87,,,1,
44,65,E_dunnii_hibrido,960,88,,,1,
44,65,E_dunnii_hibrido,960,89,13.91014203,20.2,21,
44,65,E_dunnii_hibrido,960,90,9.262817688,19.3,,
44,65,E_dunnii_hibrido,960,91,8.467042972,14.5,,
44,65,E_dunnii_hibrido,960,92,10.3450713,16,,
44,65,E_dunnii_hibrido,960,93,5.793239929,10,,
44,65,E_dunnii_hibrido,960,94,7.671268257,13.1,,
44,65,E_dunnii_hibrido,960,95,12.47774754,20.6,,
44,65,E_dunnii_hibrido,960,96,,,1,
44,65,E_dunnii_hibrido,960,97,6.429859701,11,,
44,65,E_dunnii_hibrido,960,98,8.435211984,14.2,,
44,65,E_dunnii_hibrido,960,99,8.817183847,12.1,,
44,65,E_dunnii_hibrido,960,100,20.84929755,27.4,6,
44,65,E_dunnii_hibrido,960,101,13.4326772,20.5,,
44,65,E_dunnii_hibrido,960,102,4.520000384,6.6,,
44,65,E_dunnii_hibrido,960,103,16.74310001,24,,
44,65,E_dunnii_hibrido,960,104,11.58647986,19.4,,
44,65,E_dunnii_hibrido,960,105,6.111549815,11.6,,
44,65,E_dunnii_hibrido,960,106,11.39549393,16.7,2,
44,65,E_dunnii_hibrido,960,107,4.774648293,,20,
44,65,E_dunnii_hibrido,960,108,15.15155058,19.1,,
44,65,E_dunnii_hibrido,960,109,12.60507149,18.1,,
44,65,E_dunnii_hibrido,960,110,11.26816997,18.4,,
44,65,E_dunnii_hibrido,960,111,13.40084621,20.8,,
44,65,E_dunnii_hibrido,960,112,13.973804,18,,
44,65,E_dunnii_hibrido,960,113,,,1,
44,65,E_dunnii_hibrido,960,114,14.57859279,19.6,,
44,65,E_dunnii_hibrido,960,115,14.99239564,21.3,,
44,65,E_dunnii_hibrido,960,116,16.42479013,19.9,,
44,65,E_dunnii_hibrido,960,117,20.1490158,25.1,6,
44,65,E_dunnii_hibrido,960,118,14.00563499,22.7,,
44,65,E_dunnii_hibrido,960,119,,,1,
44,65,E_dunnii_hibrido,960,120,3.565070725,5.7,,
44,65,E_dunnii_hibrido,960,121,18.84394526,22.4,6,
44,65,E_dunnii_hibrido,960,122,6.366197724,9.6,,
44,65,E_dunnii_hibrido,960,123,,,1,
44,65,E_dunnii_hibrido,960,124,15.91549431,24.5,,
44,65,E_dunnii_hibrido,960,125,3.246760839,6.1,,
44,65,E_dunnii_hibrido,960,126,,,5,
44,65,E_dunnii_hibrido,960,127,,,1,
44,65,E_dunnii_hibrido,960,128,6.716338598,9.6,,
44,65,E_dunnii_hibrido,960,129,12.09577567,15.9,,
44,65,E_dunnii_hibrido,960,130,,,1,
44,65,E_dunnii_hibrido,960,131,7.321127382,9.4,,
44,65,E_dunnii_hibrido,960,132,5.092958179,8.6,,
44,65,E_dunnii_hibrido,960,133,22.44084698,25.9,6,
44,65,E_dunnii_hibrido,960,134,7.002817496,12.9,,
44,65,E_dunnii_hibrido,960,135,20.78563557,24.8,6,
44,65,E_dunnii_hibrido,960,136,,,1,
44,65,E_dunnii_hibrido,960,137,2.737465021,3.5,,
44,65,E_dunnii_hibrido,960,138,5.920563883,9.2,,
44,65,E_dunnii_hibrido,960,139,4.83831027,7.6,,
44,65,E_dunnii_hibrido,960,140,3.819718634,3.8,,
44,65,E_dunnii_hibrido,960,141,8.75352187,13.8,,
44,65,E_dunnii_hibrido,960,142,,,1,
44,65,E_dunnii_hibrido,960,143,,,1,
44,65,E_dunnii_hibrido,960,144,4.297183463,6.1,,
44,65,E_dunnii_hibrido,960,145,23.36394565,27.6,6,
44,65,E_dunnii_hibrido,960,146,,,1,
44,65,E_dunnii_hibrido,960,147,8.53070495,13.9,,
44,65,E_dunnii_hibrido,960,148,,,1,
44,65,E_dunnii_hibrido,960,149,16.42479013,18.6,,
44,65,E_dunnii_hibrido,960,150,9.008169779,11.4,,
44,65,E_dunnii_hibrido,960,151,6.016056849,8.5,,
44,65,E_dunnii_hibrido,960,152,12.28676161,16.6,,
44,65,E_dunnii_hibrido,960,153,3.69239468,5.7,,
44,65,E_dunnii_hibrido,960,154,,,1,
44,65,E_dunnii_hibrido,960,155,16.93408594,25.5,,
44,65,E_dunnii_hibrido,960,156,7.512113314,12.1,,
44,65,E_dunnii_hibrido,960,157,5.920563883,8.3,,
44,65,E_dunnii_hibrido,960,158,2.228169203,3.4,,
44,65,E_dunnii_hibrido,960,159,7.161972439,12.6,,
44,65,E_dunnii_hibrido,960,160,,,1,
44,65,E_grandis,960,1,,,1,
44,65,E_grandis,960,2,17.85718461,22.1,,
44,65,E_grandis,960,3,13.11436731,21.2,,
44,65,E_grandis,960,4,15.78817035,21.6,,
44,65,E_grandis,960,5,16.2338042,,20,
44,65,E_grandis,960,6,15.82000134,22.9,,
44,65,E_grandis,960,7,14.32394488,19.6,,
44,65,E_grandis,960,8,16.83859298,21.4,,
44,65,E_grandis,960,9,15.56535343,21.8,,
44,65,E_grandis,960,10,9.963099438,15.2,,
44,65,E_grandis,960,11,16.04281826,20.8,,
44,65,E_grandis,960,12,17.60253671,22,,
44,65,E_grandis,960,13,6.493521678,12.9,7,
44,65,E_grandis,960,14,15.46986047,19.8,,
44,65,E_grandis,960,15,13.71915609,19.1,,
44,65,E_grandis,960,16,16.04281826,21.3,,
44,65,E_grandis,960,17,14.2602829,19.7,,
44,65,E_grandis,960,18,14.89690267,22.6,,
44,65,E_grandis,960,19,13.11436731,22.1,,
44,65,E_grandis,960,20,16.96591693,23.4,,
44,65,E_grandis,960,21,12.47774754,21.2,,
44,65,E_grandis,960,22,3.246760839,5.3,7,
44,65,E_grandis,960,23,12.79605742,20.3,,
44,65,E_grandis,960,24,16.29746617,23.9,,
44,65,E_grandis,960,25,12.47774754,21.1,,
44,65,E_grandis,960,26,13.75098708,20.5,,
44,65,E_grandis,960,27,12.25493062,20.2,,
44,65,E_grandis,960,28,14.22845191,21.7,,
44,65,E_grandis,960,29,10.75887415,17.5,,
44,65,E_grandis,960,30,10.24957834,17.7,,
44,65,E_grandis,960,31,17.15690287,22.9,,
44,65,E_grandis,960,32,17.98450857,24.4,6,
44,65,E_grandis,960,33,24.66901618,28.9,6,
44,65,E_grandis,960,34,11.42732491,19.1,,
44,65,E_grandis,960,35,12.22309963,19.8,,
44,65,E_grandis,960,36,15.27887454,22.7,,
44,65,E_grandis,960,37,14.32394488,19.9,,
44,65,E_grandis,960,38,11.68197282,19.8,,
44,65,E_grandis,960,39,15.91549431,22,,
44,65,E_grandis,960,40,9.740282517,19.4,,
44,65,E_grandis,960,41,11.42732491,18.3,,
44,65,E_grandis,960,42,15.40619849,22.6,,
44,65,E_grandis,960,43,11.84112777,22.6,,
44,65,E_grandis,960,44,14.86507168,23,,
44,65,E_grandis,960,45,11.80929678,21.5,,
44,65,E_grandis,960,46,12.50957853,21.2,,
44,65,E_grandis,960,47,14.32394488,22.1,,
44,65,E_grandis,960,48,14.35577587,20.4,,
44,65,E_grandis,960,49,17.12507188,23.5,,
44,65,E_grandis,960,50,10.69521218,22.6,,
44,65,E_grandis,960,51,11.36366294,,20,
44,65,E_grandis,960,52,16.2338042,23.5,,
44,65,E_grandis,960,53,10.18591636,20.1,,
44,65,E_grandis,960,54,15.59718442,22.5,,
44,65,E_grandis,960,55,7.257465405,14.4,,
44,65,E_grandis,960,56,13.62366313,21.3,,
44,65,E_grandis,960,57,14.96056465,22.2,,
44,65,E_grandis,960,58,10.82253613,19.4,,
44,65,E_grandis,960,59,7.002817496,14.5,7,
44,65,E_grandis,960,60,16.39295914,23.5,,
44,65,E_grandis,960,61,14.92873366,22,,
44,65,E_grandis,960,62,10.37690229,17.3,,
44,65,E_grandis,960,63,16.80676199,22.9,,
44,65,E_grandis,960,64,,,1,
44,65,E_grandis,960,65,20.53098766,23.7,6,
44,65,E_grandis,960,66,12.09577567,21.3,,
44,65,E_grandis,960,67,12.22309963,20.5,,
44,65,E_grandis,960,68,14.92873366,22.6,,
44,65,E_grandis,960,69,13.24169127,20.9,,
44,65,E_grandis,960,70,9.230986699,17.9,,
44,65,E_grandis,960,71,11.52281788,18.1,,
44,65,E_grandis,960,72,16.83859298,23.6,,
44,65,E_grandis,960,73,14.67408575,24.8,,
44,65,E_grandis,960,74,12.60507149,20.2,,
44,65,E_grandis,960,75,10.24957834,19.5,,
44,65,E_grandis,960,76,12.82788841,21,,
44,65,E_grandis,960,77,11.26816997,20.5,,
44,65,E_grandis,960,78,14.80140971,21.9,,
44,65,E_grandis,960,79,14.32394488,22.1,,
44,65,E_grandis,960,80,17.18873385,23.2,,
44,65,E_grandis,960,81,9.103662745,16.5,,
44,65,E_grandis,960,82,10.21774735,13.7,,
44,65,E_grandis,960,83,14.61042378,21.6,,
44,65,E_grandis,960,84,13.84648005,20.9,,
44,65,E_grandis,960,85,11.58647986,20.1,,
44,65,E_grandis,960,86,,,1,
44,65,E_grandis,960,87,16.83859298,23.5,,
44,65,E_grandis,960,88,14.76957872,23.8,,
44,65,E_grandis,960,89,15.88366332,24.3,,
44,65,E_grandis,960,90,14.38760686,22.1,,
44,65,E_grandis,960,91,12.95521237,20.1,,
44,65,E_grandis,960,92,14.89690267,22.2,,
44,65,E_grandis,960,93,14.89690267,24,,
44,65,E_grandis,960,94,11.7456348,20.5,,
44,65,E_grandis,960,95,16.39295914,23.6,,
44,65,E_grandis,960,96,17.02957891,22.8,,
44,65,E_grandis,960,97,,,1,
44,65,E_grandis,960,98,18.90760724,24.1,6,
44,65,E_grandis,960,99,16.55211408,24.1,,
44,65,E_grandis,960,100,11.20450799,20.9,,
44,65,E_grandis,960,101,11.17267701,19.3,,
44,65,E_grandis,960,102,14.64225476,21.5,,
44,65,E_grandis,960,103,12.54140952,20.5,,
44,65,E_grandis,960,104,8.721690881,16.8,,
44,65,E_grandis,960,105,17.50704374,25.1,,
44,65,E_grandis,960,106,9.390141642,15.8,,
44,65,E_grandis,960,107,17.69802967,24.2,,
44,65,E_grandis,960,108,11.90478974,18.9,,
44,65,E_grandis,960,109,16.39295914,23.9,,
44,65,E_grandis,960,110,10.79070514,18.8,,
44,65,E_grandis,960,111,14.19662092,22.2,,
44,65,E_grandis,960,112,21.64507226,25.4,6,
44,65,E_grandis,960,113,18.23915648,25.4,6,
44,65,E_grandis,960,114,15.24704355,22.8,,
44,65,E_grandis,960,115,,,5,
44,65,E_grandis,960,116,16.64760705,23.2,,
44,65,E_grandis,960,117,12.66873347,22.2,,
44,65,E_grandis,960,118,14.32394488,22,,
44,65,E_grandis,960,119,11.07718404,20,,
44,65,E_grandis,960,120,14.48309982,22.8,,
44,65,E_grandis,960,121,13.68732511,21.2,,
44,65,E_grandis,960,122,14.2602829,22.1,,
44,65,E_grandis,960,123,8.944507802,18.1,,
44,65,E_grandis,960,124,14.19662092,22.6,,
44,65,E_grandis,960,125,,,1,
44,65,E_grandis,960,126,15.21521256,23.6,,
44,65,E_grandis,960,127,14.48309982,23.8,,
44,65,E_grandis,960,128,18.11183252,21.9,6,
44,65,E_grandis,960,129,15.11971959,18.9,,
44,65,E_grandis,960,130,16.4884521,28,,
44,65,E_grandis,960,131,14.76957872,22.5,,
44,65,E_grandis,960,132,14.13295895,23.6,,
44,65,E_grandis,960,133,16.42479013,23,,
44,65,E_grandis,960,134,17.69802967,24.1,,
44,65,E_grandis,960,135,,,1,
44,65,E_grandis,960,136,9.040000768,15.6,,
44,65,E_grandis,960,137,16.774931,23.5,,
44,65,E_grandis,960,138,12.8597194,21.2,,
44,65,E_grandis,960,139,,,1,
44,65,E_grandis,960,140,15.88366332,22.9,,
44,65,E_grandis,960,141,17.37971979,25.4,,
44,65,E_grandis,960,142,7.798592212,14.6,,
44,65,E_grandis,960,143,15.53352245,22.9,,
44,65,E_grandis,960,144,15.82000134,22.8,,
44,65,E_grandis,960,145,16.45662112,22.9,,
44,65,E_grandis,960,146,13.81464906,21.9,,
44,65,E_grandis,960,147,12.8597194,22,,
44,65,E_grandis,960,148,15.72450838,24,,
44,65,E_grandis,960,149,17.0614099,24.7,,
44,65,E_grandis,960,150,16.07464925,22.2,,
44,65,E_grandis,960,151,14.70591674,23.9,,
44,65,E_grandis,960,152,17.25239583,23.7,,
44,65,E_grandis,960,153,15.43802948,23.7,,
44,65,E_grandis,960,154,14.19662092,21.5,,
44,65,E_grandis,960,155,7.894085177,13.7,,
44,65,E_grandis,960,156,26.76986143,27.8,6,
44,65,E_grandis,960,157,5.156620156,,20,
44,65,E_grandis,960,158,23.52310059,27.7,6,
44,65,E_grandis,960,159,23.96873443,25.2,6,
44,65,E_grandis,960,160,10.53605723,16.6,,
44,65,E_maculata,960,1,9.230986699,14.3,,
44,65,E_maculata,960,2,6.589014644,9.3,,
44,65,E_maculata,960,3,12.54140952,16.7,,
44,65,E_maculata,960,4,12.79605742,19.8,,
44,65,E_maculata,960,5,12.50957853,15.8,2,
44,65,E_maculata,960,6,14.80140971,17.9,,
44,65,E_maculata,960,7,,,5,
44,65,E_maculata,960,8,8.75352187,11.5,,
44,65,E_maculata,960,9,5.665915974,9.6,,
44,65,E_maculata,960,10,16.36112815,18,6,
44,65,E_maculata,960,11,11.52281788,16.9,,
44,65,E_maculata,960,12,11.77746579,17.1,,
44,65,E_maculata,960,13,4.583662361,6.6,,
44,65,E_maculata,960,14,13.36901522,17.3,,
44,65,E_maculata,960,15,11.23633898,16,,
44,65,E_maculata,960,16,7.321127382,11.9,,
44,65,E_maculata,960,17,7.734930234,11.6,,
44,65,E_maculata,960,18,11.87295875,17.2,,
44,65,E_maculata,960,19,10.09042339,15.7,,
44,65,E_maculata,960,20,9.803944494,14,,
44,65,E_maculata,960,21,8.05324012,13,,
44,65,E_maculata,960,22,9.167324722,14.2,,
44,65,E_maculata,960,23,12.3185926,16.6,,
44,65,E_maculata,960,24,3.023943919,5.9,7,2
44,65,E_maculata,960,25,14.86507168,17.9,,
44,65,E_maculata,960,26,8.371550007,12.7,,
44,65,E_maculata,960,27,12.0321137,16,,
44,65,E_maculata,960,28,9.867606472,13.2,,
44,65,E_maculata,960,29,12.76422644,18.9,,
44,65,E_maculata,960,30,11.42732491,16.2,,
44,65,E_maculata,960,31,14.76957872,19.2,,
44,65,E_maculata,960,32,9.390141642,13.5,,
44,65,E_maculata,960,33,7.798592212,13.9,,
44,65,E_maculata,960,34,6.175211792,9,,
44,65,E_maculata,960,35,2.928450953,5.9,7,
44,65,E_maculata,960,36,4.360845441,,20,
44,65,E_maculata,960,37,14.00563499,18.5,,
44,65,E_maculata,960,38,15.97915629,20.4,,
44,65,E_maculata,960,39,14.86507168,20.1,,
44,65,E_maculata,960,40,9.931268449,16.4,,
44,65,E_maculata,960,41,15.82000134,18.9,,
44,65,E_maculata,960,42,4.933803236,7.6,,
44,65,E_maculata,960,43,10.44056427,11.9,,
44,65,E_maculata,960,44,10.94986008,15.4,,
44,65,E_maculata,960,45,16.07464925,18.1,6,
44,65,E_maculata,960,46,10.50422624,16.1,2,
44,65,E_maculata,960,47,12.8597194,17.7,,
44,65,E_maculata,960,48,7.60760628,10.2,,
44,65,E_maculata,960,49,10.18591636,14.6,,
44,65,E_maculata,960,50,13.05070533,17.3,,
44,65,E_maculata,960,51,8.912676813,10.8,,
44,65,E_maculata,960,52,10.31324031,15.4,,
44,65,E_maculata,960,53,16.99774792,19.6,6,21
44,65,E_maculata,960,54,15.11971959,18.8,,
44,65,E_maculata,960,55,,,1,
44,65,E_maculata,960,56,17.31605781,21.7,6,
44,65,E_maculata,960,57,6.939155519,10.6,,
44,65,E_maculata,960,58,15.72450838,19.6,,
44,65,E_maculata,960,59,10.50422624,12.8,,
44,65,E_maculata,960,60,10.3450713,15.6,,
44,65,E_maculata,960,61,3.819718634,6.7,2,
44,65,E_maculata,960,62,6.366197724,10.9,,
44,65,E_maculata,960,63,5.98422586,8.8,,
44,65,E_maculata,960,64,7.225634416,12.3,,
44,65,E_maculata,960,65,12.66873347,18.9,,
44,65,E_maculata,960,66,,,1,
44,65,E_maculata,960,67,6.270704758,11.1,,
44,65,E_maculata,960,68,,,1,
44,65,E_maculata,960,69,,,5,
44,65,E_maculata,960,70,9.421972631,14.1,,
44,65,E_maculata,960,71,13.1461983,19.5,,
44,65,E_maculata,960,72,10.0585924,13.1,,
44,65,E_maculata,960,73,14.96056465,19.4,,
44,65,E_maculata,960,74,11.20450799,18.5,,
44,65,E_maculata,960,75,13.59183214,20.5,,
44,65,E_maculata,960,76,8.116902098,12.3,2,
44,65,E_maculata,960,77,12.8597194,19.5,,
44,65,E_maculata,960,78,11.77746579,17.1,,
44,65,E_maculata,960,79,9.167324722,14.5,,
44,65,E_maculata,960,80,7.225634416,10.3,,
44,65,E_maculata,960,81,7.798592212,12.9,,
44,65,E_maculata,960,82,11.4591559,16.6,,
44,65,E_maculata,960,83,15.72450838,19.1,,
44,65,E_maculata,960,84,12.3185926,18.7,,
44,65,E_maculata,960,85,11.87295875,18.2,,
44,65,E_maculata,960,86,7.798592212,14.5,2,
44,65,E_maculata,960,87,10.12225438,16.8,,
44,65,E_maculata,960,88,16.99774792,20.9,6,
44,65,E_maculata,960,89,15.69267739,19.4,,
44,65,E_maculata,960,90,8.498873961,13.2,,
44,65,E_maculata,960,91,10.94986008,15.2,,
44,65,E_maculata,960,92,,,1,
44,65,E_maculata,960,93,19.25774811,20.5,6,
44,65,E_maculata,960,94,10.50422624,16.9,,
44,65,E_maculata,960,95,12.28676161,19.6,,
44,65,E_maculata,960,96,14.80140971,21.1,,
44,65,E_maculata,960,97,,,1,
44,65,E_maculata,960,98,17.98450857,23.9,6,
44,65,E_maculata,960,99,10.28140932,13,,
44,65,E_maculata,960,100,12.95521237,18.8,,
44,65,E_maculata,960,101,12.5732405,18.9,,
44,65,E_maculata,960,102,14.73774773,21.1,,
44,65,E_maculata,960,103,6.811831564,10.2,,
44,65,E_maculata,960,104,19.98986085,22.7,6,
44,65,E_maculata,960,105,15.27887454,20,,
44,65,E_maculata,960,106,10.18591636,15.9,,
44,65,E_maculata,960,107,,,1,
44,65,E_maculata,960,108,10.40873328,14.4,,
44,65,E_maculata,960,109,8.849014836,11.7,,
44,65,E_maculata,960,110,14.06929697,19.5,,
44,65,E_maculata,960,111,5.156620156,8.2,,
44,65,E_maculata,960,112,7.543944303,14.5,,
44,65,E_maculata,960,113,9.772113506,12.7,,
44,65,E_maculata,960,114,4.583662361,7.4,,
44,65,E_maculata,960,115,,,1,
44,65,E_maculata,960,116,11.90478974,17.1,2,
44,65,E_maculata,960,117,12.50957853,17.5,,
44,65,E_maculata,960,118,9.612958563,14.9,,
44,65,E_maculata,960,119,14.35577587,17.3,21,
44,65,E_maculata,960,120,10.59971921,14.9,,
44,65,E_maculata,960,121,9.135493733,15.9,,
44,65,E_maculata,960,122,14.96056465,21.2,,
44,65,E_maculata,960,123,9.549296586,14.3,2,
44,65,E_maculata,960,124,5.729577951,10.5,,
44,65,E_maculata,960,125,16.07464925,19.9,,
44,65,E_maculata,960,126,12.35042358,18.8,,
44,65,E_maculata,960,127,10.18591636,16.8,,
44,65,E_maculata,960,128,10.98169107,18.6,,
44,65,E_maculata,960,129,4.360845441,6.4,,
44,65,E_maculata,960,130,8.594366927,15.9,,
44,65,E_maculata,960,131,12.73239545,17.2,,
44,65,E_maculata,960,132,,,1,
44,65,E_maculata,960,133,9.071831756,15.5,,
44,65,E_maculata,960,134,14.32394488,18.3,,
44,65,E_maculata,960,135,16.36112815,22,6,
44,65,E_maculata,960,136,14.32394488,20.5,,
44,65,E_maculata,960,137,11.01352206,16.4,,
44,65,E_maculata,960,138,19.48056503,24.2,6,
44,65,E_maculata,960,139,14.48309982,19.5,,
44,65,E_maculata,960,140,4.520000384,6.7,,
44,65,E_maculata,960,141,12.41408556,16.2,,
44,65,E_maculata,960,142,,,1,
44,65,E_maculata,960,143,13.94197301,19.2,,
44,65,E_maculata,960,144,9.135493733,13.3,,
44,65,E_maculata,960,145,6.748169587,12.1,,
44,65,E_maculata,960,146,14.2602829,16.4,,
44,65,E_maculata,960,147,9.740282517,16.1,,
44,65,E_maculata,960,148,4.297183463,6.2,,
44,65,E_maculata,960,149,13.20986028,20.2,,
44,65,E_maculata,960,150,12.35042358,19.4,,
44,65,E_maculata,960,151,8.75352187,16.9,2,
44,65,E_maculata,960,152,4.647324338,6.8,2,
44,65,E_maculata,960,153,7.130141451,13.8,2,
44,65,E_maculata,960,154,4.329014452,8.5,,
44,65,E_maculata,960,155,,,1,
44,65,E_maculata,960,156,8.276057041,12.3,,
44,65,E_maculata,960,157,15.18338157,20.5,,
44,65,E_maculata,960,158,9.994930426,15.1,,
44,65,E_maculata,960,159,11.30000096,16.6,,
44,65,E_maculata,960,160,8.53070495,16.4,,
44,65,E_pellita,960,1,8.021409132,12.9,,
44,65,E_pellita,960,2,12.09577567,15,,
44,65,E_pellita,960,3,10.56788822,13.7,,
44,65,E_pellita,960,4,11.10901503,13.6,,
44,65,E_pellita,960,5,12.63690248,18.2,,
44,65,E_pellita,960,6,,,1,
44,65,E_pellita,960,7,,,1,
44,65,E_pellita,960,8,12.70056446,19,,
44,65,E_pellita,960,9,19.54422701,21.2,6,
44,65,E_pellita,960,10,10.59971921,15.3,,
44,65,E_pellita,960,11,10.37690229,15.2,,
44,65,E_pellita,960,12,8.849014836,13.8,,
44,65,E_pellita,960,13,7.639437268,,20,
44,65,E_pellita,960,14,9.67662054,13.4,21,
44,65,E_pellita,960,15,,,1,
44,65,E_pellita,960,16,5.188451145,9.6,,
44,65,E_pellita,960,17,17.3478888,,4,
44,65,E_pellita,960,18,8.849014836,12.8,,
44,65,E_pellita,960,19,17.0614099,22.5,,
44,65,E_pellita,960,20,17.41155077,19.4,,
44,65,E_pellita,960,21,14.13295895,19.6,,
44,65,E_pellita,960,22,24.0642274,23.5,6,
44,65,E_pellita,960,23,17.31605781,18.3,,
44,65,E_pellita,960,24,12.3185926,18.2,,
44,65,E_pellita,960,25,9.167324722,,4,
44,65,E_pellita,960,26,4.329014452,6.5,,
44,65,E_pellita,960,27,5.220282133,10.3,2,
