N_tume,I_meses,Esp,Parc_m2,N_arv,DAP_cm,H_m,Cod,Cod2
39,66,E_tereticornis,540,17,8.5,9.1,,
39,66,E_tereticornis,540,18,,,1,
39,66,E_tereticornis,540,19,10.5,6.4,,
39,66,E_tereticornis,540,20,9.8,5.5,,
39,66,E_tereticornis,540,21,8.8,,,
39,66,E_tereticornis,540,22,,,5,
39,66,E_tereticornis,540,23,,,7,
39,66,E_tereticornis,540,24,7.4,,,
39,66,E_tereticornis,540,25,,,5,
39,66,E_tereticornis,540,26,,,5,
39,66,E_tereticornis,540,27,8.3,,,
39,66,E_tereticornis,540,28,11,,,
39,66,E_tereticornis,540,29,7.1,,,
39,66,E_tereticornis,540,30,,,5,
39,66,E_tereticornis,540,31,7.3,,,
39,66,E_tereticornis,540,32,15,,,
39,66,E_tereticornis,540,33,,,1,
39,66,E_tereticornis,540,34,6.7,,,
39,66,E_tereticornis,540,35,,,1,
39,66,E_tereticornis,540,36,,,1,
39,66,E_tereticornis,540,37,5.7,,,
39,66,E_tereticornis,540,38,18.9,13.5,6,10
39,66,E_tereticornis,540,39,7.2,,,
39,66,E_tereticornis,540,40,13.3,,,
39,66,E_tereticornis,540,41,10,,2,
39,66,E_tereticornis,540,42,,,1,
39,66,E_tereticornis,540,43,8.8,,,
39,66,E_tereticornis,540,44,10.9,,,
39,66,E_tereticornis,540,45,9.4,,,
39,66,E_tereticornis,540,46,,,5,
39,66,E_tereticornis,540,47,,,1,
39,66,E_tereticornis,540,48,,,1,
39,66,E_tereticornis,540,49,,,7,2
39,66,E_tereticornis,540,50,7.2,,,
39,66,E_tereticornis,540,51,6.9,,,
39,66,E_tereticornis,540,52,,,7,
39,66,E_tereticornis,540,53,8.6,,,
39,66,E_tereticornis,540,54,7.2,,,
39,66,E_tereticornis,540,55,14.3,,,
39,66,E_tereticornis,540,56,16.1,13.1,6,10
39,66,E_tereticornis,540,57,9.9,,,
39,66,E_tereticornis,540,58,7.5,,,
39,66,E_tereticornis,540,59,12.4,,,
39,66,E_tereticornis,540,60,13.5,,,
39,66,E_tereticornis,540,61,6.9,,,
39,66,E_tereticornis,540,62,11,,,
39,66,E_tereticornis,540,63,5.2,,7,
39,66,E_tereticornis,540,64,15,,,
39,66,E_tereticornis,540,65,,,5,
39,66,E_tereticornis,540,66,11.9,,,
39,66,E_tereticornis,540,67,,,5,
39,66,E_tereticornis,540,68,,,7,
39,66,E_tereticornis,540,69,,,5,
39,66,E_tereticornis,540,70,8.7,,,
39,66,E_tereticornis,540,71,15.4,,,
39,66,E_tereticornis,540,72,,,1,
39,66,E_tereticornis,540,73,7,,,
39,66,E_tereticornis,540,74,7.2,,,
39,66,E_tereticornis,540,75,6.5,,,
39,66,E_tereticornis,540,76,10.5,,,
39,66,E_tereticornis,540,77,9.2,,,
39,66,E_tereticornis,540,78,7.1,,,
39,66,E_tereticornis,540,79,17.5,14.4,6,10
39,66,E_tereticornis,540,80,10,,,
39,66,E_tereticornis,540,81,7.8,,,
39,66,E_tereticornis,540,82,,,1,
39,66,E_tereticornis,540,83,,,5,
39,66,E_tereticornis,540,84,20.7,18.9,6,10
39,66,E_tereticornis,540,85,9.9,,2,
39,66,E_tereticornis,540,85,9,,2,
39,66,E_tereticornis,540,86,,,5,
39,66,E_tereticornis,540,87,8.4,,,
39,66,E_tereticornis,540,88,11.6,,,
39,66,E_tereticornis,540,89,11.2,,,
39,66,E_tereticornis,540,90,11.8,,,
39,66,E_urophylla,540,1,18.5,23.6,,
39,66,E_urophylla,540,2,10.5,19.1,,
39,66,E_urophylla,540,3,25,24.5,6,
39,66,E_urophylla,540,4,12.8,18.6,,
39,66,E_urophylla,540,5,19.1,25.1,,
39,66,E_urophylla,540,6,,,1,
39,66,E_urophylla,540,7,18.9,,8,
39,66,E_urophylla,540,8,19.6,21.7,2,
39,66,E_urophylla,540,9,12.9,13.6,,
39,66,E_urophylla,540,10,11,12.5,,
39,66,E_urophylla,540,11,19.4,22.8,,
39,66,E_urophylla,540,12,15.8,20.3,,
39,66,E_urophylla,540,13,,,1,
39,66,E_urophylla,540,14,20.2,22.7,6,
39,66,E_urophylla,540,15,10.5,10.9,8,21
39,66,E_urophylla,540,16,15.4,22.1,,
39,66,E_urophylla,540,17,10.3,17.1,,
39,66,E_urophylla,540,18,17.2,22.4,,
39,66,E_urophylla,540,19,,,1,
39,66,E_urophylla,540,20,15.4,22.5,,
39,66,E_urophylla,540,21,10.3,,7,
39,66,E_urophylla,540,22,9.3,,4,
39,66,E_urophylla,540,23,16,,,
39,66,E_urophylla,540,24,15.7,,,
39,66,E_urophylla,540,25,14,,,
39,66,E_urophylla,540,26,19.2,,,
39,66,E_urophylla,540,27,15.1,,,
39,66,E_urophylla,540,28,,,1,
39,66,E_urophylla,540,29,19,,,
39,66,E_urophylla,540,30,10,,2,
39,66,E_urophylla,540,31,18.8,,,
39,66,E_urophylla,540,32,9.2,,2,
39,66,E_urophylla,540,33,17.5,,,
39,66,E_urophylla,540,34,11,,,
39,66,E_urophylla,540,35,13.7,,,
39,66,E_urophylla,540,36,,,1,
39,66,E_urophylla,540,37,,,1,
39,66,E_urophylla,540,38,17.6,,,
39,66,E_urophylla,540,39,16.5,,2,
39,66,E_urophylla,540,40,16,,,
39,66,E_urophylla,540,41,18.1,,,
39,66,E_urophylla,540,42,16.8,,,
39,66,E_urophylla,540,43,13.7,,,
39,66,E_urophylla,540,44,,,1,
39,66,E_urophylla,540,45,17.6,,,
39,66,E_urophylla,540,46,13,,,
39,66,E_urophylla,540,47,14.8,,,
39,66,E_urophylla,540,48,16,,,
39,66,E_urophylla,540,49,20.5,,,
39,66,E_urophylla,540,50,10,,,
39,66,E_urophylla,540,51,12.8,,,
39,66,E_urophylla,540,52,23.3,,,
39,66,E_urophylla,540,53,9.1,,7,
39,66,E_urophylla,540,54,7.8,,7,
39,66,E_urophylla,540,55,28,26.9,6,
39,66,E_urophylla,540,56,13.5,,,
39,66,E_urophylla,540,57,11.5,,,
39,66,E_urophylla,540,58,,,1,
39,66,E_urophylla,540,59,,,1,
39,66,E_urophylla,540,60,21,,,
39,66,E_urophylla,540,61,25.1,27.9,6,
39,66,E_urophylla,540,62,14.2,,,
39,66,E_urophylla,540,63,10.1,,7,
39,66,E_urophylla,540,64,,,1,
39,66,E_urophylla,540,65,13,,,
39,66,E_urophylla,540,66,14.9,,,
39,66,E_urophylla,540,67,7.4,,7,
39,66,E_urophylla,540,68,,,1,
39,66,E_urophylla,540,69,11.2,,,
39,66,E_urophylla,540,70,24.2,,,
39,66,E_urophylla,540,71,10.2,,4,11
39,66,E_urophylla,540,72,14.5,,,
39,66,E_urophylla,540,73,12.4,,,
39,66,E_urophylla,540,74,16.5,,,
39,66,E_urophylla,540,75,19.9,,,
39,66,E_urophylla,540,76,21.2,,,
39,66,E_urophylla,540,77,8.8,,8,18
39,66,E_urophylla,540,78,16.4,,,
39,66,E_urophylla,540,79,19.3,,,
39,66,E_urophylla,540,80,,,1,
39,66,E_urophylla,540,81,8.8,,7,
39,66,E_urophylla,540,82,21.9,,,
39,66,E_urophylla,540,83,,,1,
39,66,E_urophylla,540,84,11.3,,,
39,66,E_urophylla,540,85,17.2,,2,
39,66,E_urophylla,540,86,15.6,,,
39,66,E_urophylla,540,87,14.6,,,
39,66,E_urophylla,540,88,26.8,29,6,
39,66,E_urophylla,540,89,11.9,,,
39,66,E_urophylla,540,90,15.1,,,
39,66,E_urophylla_grandis,540,1,17.4,21.6,,
39,66,E_urophylla_grandis,540,2,,,7,
39,66,E_urophylla_grandis,540,3,20.2,24.4,6,
39,66,E_urophylla_grandis,540,4,26.2,27.8,6,
39,66,E_urophylla_grandis,540,5,9.1,15,7,
39,66,E_urophylla_grandis,540,6,6.2,10.4,7,
39,66,E_urophylla_grandis,540,7,9.9,18.5,,
39,66,E_urophylla_grandis,540,8,,,1,
39,66,E_urophylla_grandis,540,9,16.3,23.8,,
39,66,E_urophylla_grandis,540,10,,,1,
39,66,E_urophylla_grandis,540,11,17,23.4,,
39,66,E_urophylla_grandis,540,12,17,26,,
39,66,E_urophylla_grandis,540,13,17.3,25.5,,
39,66,E_urophylla_grandis,540,14,6.7,12,7,
39,66,E_urophylla_grandis,540,15,,,1,
39,66,E_urophylla_grandis,540,16,13,23.4,,
39,66,E_urophylla_grandis,540,17,8.6,14.9,7,
39,66,E_urophylla_grandis,540,18,20.2,24.4,,
39,66,E_urophylla_grandis,540,19,11.2,18,,
39,66,E_urophylla_grandis,540,20,6.5,13.9,7,
39,66,E_urophylla_grandis,540,21,,,7,
39,66,E_urophylla_grandis,540,22,,,1,
39,66,E_urophylla_grandis,540,23,16.3,,,
39,66,E_urophylla_grandis,540,24,12.5,,,
39,66,E_urophylla_grandis,540,25,15,,,
39,66,E_urophylla_grandis,540,26,18.3,,,
39,66,E_urophylla_grandis,540,27,,,1,
39,66,E_urophylla_grandis,540,28,14,,,
39,66,E_urophylla_grandis,540,29,17.4,,,
39,66,E_urophylla_grandis,540,30,8.6,,7,
39,66,E_urophylla_grandis,540,31,12.6,,,
39,66,E_urophylla_grandis,540,32,15.9,,,
39,66,E_urophylla_grandis,540,33,9.5,,7,
39,66,E_urophylla_grandis,540,34,11.7,,,
39,66,E_urophylla_grandis,540,35,5.5,,7,11
39,66,E_urophylla_grandis,540,36,18.7,,,
39,66,E_urophylla_grandis,540,37,,,7,
39,66,E_urophylla_grandis,540,38,14.1,,,
39,66,E_urophylla_grandis,540,39,9.5,,,
39,66,E_urophylla_grandis,540,40,12.4,,,
39,66,E_urophylla_grandis,540,41,,,5,
39,66,E_urophylla_grandis,540,42,13.4,,,
39,66,E_urophylla_grandis,540,43,17.9,,,
39,66,E_urophylla_grandis,540,44,15.1,,,
39,66,E_urophylla_grandis,540,45,11.6,,,
39,66,E_urophylla_grandis,540,46,21.5,,,
39,66,E_urophylla_grandis,540,47,15,,,
39,66,E_urophylla_grandis,540,48,15.1,,,
39,66,E_urophylla_grandis,540,49,17.1,,,
39,66,E_urophylla_grandis,540,50,9.4,,7,
39,66,E_urophylla_grandis,540,51,,,5,
39,66,E_urophylla_grandis,540,52,,,1,
39,66,E_urophylla_grandis,540,53,,,1,
39,66,E_urophylla_grandis,540,54,16.8,,,
39,66,E_urophylla_grandis,540,55,,,1,
39,66,E_urophylla_grandis,540,56,,,1,
39,66,E_urophylla_grandis,540,57,21.4,,,
39,66,E_urophylla_grandis,540,58,20.8,,,
39,66,E_urophylla_grandis,540,59,7.1,,7,
39,66,E_urophylla_grandis,540,60,13.6,,,
39,66,E_urophylla_grandis,540,61,10.9,,,
39,66,E_urophylla_grandis,540,62,20.5,,,
39,66,E_urophylla_grandis,540,63,7,,7,
39,66,E_urophylla_grandis,540,64,,,1,
39,66,E_urophylla_grandis,540,65,,,7,
39,66,E_urophylla_grandis,540,66,8.5,,7,
39,66,E_urophylla_grandis,540,67,22,,,
39,66,E_urophylla_grandis,540,68,23.7,26.4,6,
39,66,E_urophylla_grandis,540,69,23.3,26.7,6,
39,66,E_urophylla_grandis,540,70,5.4,,7,
39,66,E_urophylla_grandis,540,71,,,1,
39,66,E_urophylla_grandis,540,72,9.4,,7,
39,66,E_urophylla_grandis,540,73,11.2,,7,
39,66,E_urophylla_grandis,540,74,11.4,,7,
39,66,E_urophylla_grandis,540,75,11.8,,,
39,66,E_urophylla_grandis,540,76,18.8,,,
39,66,E_urophylla_grandis,540,77,13,,,
39,66,E_urophylla_grandis,540,78,,,1,
39,66,E_urophylla_grandis,540,79,20.4,,,
39,66,E_urophylla_grandis,540,80,19.4,,,
39,66,E_urophylla_grandis,540,81,11.6,,,
39,66,E_urophylla_grandis,540,82,7.8,,7,
39,66,E_urophylla_grandis,540,83,17,,,
39,66,E_urophylla_grandis,540,84,10.3,,8,
39,66,E_urophylla_grandis,540,85,18.9,,,
39,66,E_urophylla_grandis,540,86,6,,7,
39,66,E_urophylla_grandis,540,87,11.2,,7,
39,66,E_urophylla_grandis,540,88,22.2,,,
39,66,E_urophylla_grandis,540,89,9.8,,7,
39,66,E_urophylla_grandis,540,90,24.4,26.1,6,
