N_tume,I_meses,Esp,Parc_m2,N_arv,DAP_cm,H_m,Cod,Cod2
39,66,E_camaldulensis,540,61,19.3,19.7,6,
39,66,E_camaldulensis,540,62,,,1,
39,66,E_camaldulensis,540,63,7.4,,2,
39,66,E_camaldulensis,540,63,5.9,,2,
39,66,E_camaldulensis,540,64,7.4,,,
39,66,E_camaldulensis,540,65,17.2,,,
39,66,E_camaldulensis,540,66,8.9,,,
39,66,E_camaldulensis,540,67,,,5,
39,66,E_camaldulensis,540,68,11.6,,,
39,66,E_camaldulensis,540,69,12.1,,,
39,66,E_camaldulensis,540,70,11.9,,,
39,66,E_camaldulensis,540,71,18.1,15.9,6,10
39,66,E_camaldulensis,540,72,8.2,,,
39,66,E_camaldulensis,540,73,12.6,,,
39,66,E_camaldulensis,540,74,9.2,,,
39,66,E_camaldulensis,540,75,12.4,,,
39,66,E_camaldulensis,540,76,9.7,,,
39,66,E_camaldulensis,540,77,,,4,2
39,66,E_camaldulensis,540,78,10.1,,,
39,66,E_camaldulensis,540,79,15.6,,,
39,66,E_camaldulensis,540,80,13,,,
39,66,E_camaldulensis,540,81,13,,,
39,66,E_camaldulensis,540,82,12,,,
39,66,E_camaldulensis,540,83,11,,,
39,66,E_camaldulensis,540,84,9.5,,,
39,66,E_camaldulensis,540,85,12.4,,,
39,66,E_camaldulensis,540,86,13.4,,,
39,66,E_camaldulensis,540,87,16.1,,,
39,66,E_camaldulensis,540,88,14.9,,,
39,66,E_camaldulensis,540,89,12.2,,,
39,66,E_camaldulensis,540,90,10.1,,8,10
39,66,E_cloeziana,540,1,10,16.4,,
39,66,E_cloeziana,540,2,13.9,18,,
39,66,E_cloeziana,540,3,16.9,19,6,
39,66,E_cloeziana,540,4,7.5,13.6,,
39,66,E_cloeziana,540,5,6.3,11.5,,
39,66,E_cloeziana,540,6,13.3,13.3,2,
39,66,E_cloeziana,540,6,11.1,,2,
39,66,E_cloeziana,540,7,8.2,12.2,,
39,66,E_cloeziana,540,8,,,7,
39,66,E_cloeziana,540,9,15,18.3,,
39,66,E_cloeziana,540,10,13.6,18.3,,
39,66,E_cloeziana,540,11,10.1,12.3,,
39,66,E_cloeziana,540,12,14.9,19,,
39,66,E_cloeziana,540,13,17.1,,2,
39,66,E_cloeziana,540,13,11.1,16.9,2,
39,66,E_cloeziana,540,13,5.1,,2,
39,66,E_cloeziana,540,14,10.3,18.1,,
39,66,E_cloeziana,540,15,15.9,18.5,6,2
39,66,E_cloeziana,540,15,8.8,,2,
39,66,E_cloeziana,540,16,15.3,16,,
39,66,E_cloeziana,540,17,15.9,16.6,,
39,66,E_cloeziana,540,18,12.3,17.4,,
39,66,E_cloeziana,540,19,14.2,20.4,,
39,66,E_cloeziana,540,20,12.7,19.4,2,
39,66,E_cloeziana,540,20,10.4,,2,
39,66,E_cloeziana,540,21,10.9,,,
39,66,E_cloeziana,540,22,9.6,,,
39,66,E_cloeziana,540,23,,,1,
39,66,E_cloeziana,540,24,19.9,22.4,6,2
39,66,E_cloeziana,540,25,11,,2,
39,66,E_cloeziana,540,25,9.9,,,
39,66,E_cloeziana,540,26,6.1,,7,
39,66,E_cloeziana,540,27,,,1,
39,66,E_cloeziana,540,28,,,1,
39,66,E_cloeziana,540,29,,,1,
39,66,E_cloeziana,540,30,10.2,,,
39,66,E_cloeziana,540,31,16.6,,,
39,66,E_cloeziana,540,32,,,1,
39,66,E_cloeziana,540,33,20.5,20.3,6,
39,66,E_cloeziana,540,34,14.5,,,
39,66,E_cloeziana,540,35,11.8,,,
39,66,E_cloeziana,540,36,16,,,
39,66,E_cloeziana,540,37,,,1,
39,66,E_cloeziana,540,38,14.9,,2,
39,66,E_cloeziana,540,38,14.9,,2,
39,66,E_cloeziana,540,39,13,,,
39,66,E_cloeziana,540,40,15,,,
39,66,E_cloeziana,540,41,17.8,,2,
39,66,E_cloeziana,540,41,16.3,,2,
39,66,E_cloeziana,540,42,,,1,
39,66,E_cloeziana,540,43,13.8,,,
39,66,E_cloeziana,540,44,18,23.3,6,
39,66,E_cloeziana,540,45,16.3,,,
39,66,E_cloeziana,540,46,16.4,,,
39,66,E_cloeziana,540,47,12.6,,,
39,66,E_cloeziana,540,48,14.4,,,
39,66,E_cloeziana,540,49,,,1,
39,66,E_cloeziana,540,50,,,1,
39,66,E_cloeziana,540,51,16.8,,,
39,66,E_cloeziana,540,52,13.1,,,
39,66,E_cloeziana,540,53,13.5,,,
39,66,E_cloeziana,540,54,15.9,,,
39,66,E_cloeziana,540,55,,,7,
39,66,E_cloeziana,540,56,14.4,,,
39,66,E_cloeziana,540,57,12.7,,,
39,66,E_cloeziana,540,58,10.6,,,
39,66,E_cloeziana,540,59,16.5,,,
39,66,E_cloeziana,540,60,,,1,
39,66,E_cloeziana,540,61,11.3,,,
39,66,E_cloeziana,540,62,14.6,,,
39,66,E_cloeziana,540,63,20.4,,,
39,66,E_cloeziana,540,64,11,,,
39,66,E_cloeziana,540,65,12.1,,,
39,66,E_cloeziana,540,66,15.7,,,
39,66,E_cloeziana,540,67,17.2,,,
39,66,E_cloeziana,540,68,13.1,,2,
39,66,E_cloeziana,540,68,6.1,,2,
39,66,E_cloeziana,540,69,5,,7,2
39,66,E_cloeziana,540,70,11.6,,,
39,66,E_cloeziana,540,71,12,,,
39,66,E_cloeziana,540,72,14.1,,,
39,66,E_cloeziana,540,73,9.6,,,
39,66,E_cloeziana,540,74,16,,,
39,66,E_cloeziana,540,75,,,1,
39,66,E_cloeziana,540,76,15,,2,
39,66,E_cloeziana,540,76,6.5,,2,
39,66,E_cloeziana,540,77,15,,2,
39,66,E_cloeziana,540,77,11.7,,,
39,66,E_cloeziana,540,78,15.2,,,
39,66,E_cloeziana,540,79,16.1,,,
39,66,E_cloeziana,540,80,15,,2,
39,66,E_cloeziana,540,80,12.9,,2,
39,66,E_cloeziana,540,81,,,1,
39,66,E_cloeziana,540,82,13.7,,2,
39,66,E_cloeziana,540,82,8.1,,2,
39,66,E_cloeziana,540,83,10.6,,2,
39,66,E_cloeziana,540,83,9.5,,2,
39,66,E_cloeziana,540,84,,,1,
39,66,E_cloeziana,540,85,13.6,,,
39,66,E_cloeziana,540,86,12.1,,,
39,66,E_cloeziana,540,87,12.3,,,
39,66,E_cloeziana,540,88,5.3,,2,
39,66,E_cloeziana,540,89,10.8,,,
39,66,E_cloeziana,540,90,14.3,,,
39,66,E_dunnii,540,1,28.3,27.8,6,
39,66,E_dunnii,540,2,,,1,
39,66,E_dunnii,540,3,24.5,25.7,,
39,66,E_dunnii,540,4,26.6,25.6,6,
39,66,E_dunnii,540,5,,,1,
39,66,E_dunnii,540,6,13.8,15.4,,
39,66,E_dunnii,540,7,22.9,21.2,,
39,66,E_dunnii,540,8,,,1,
39,66,E_dunnii,540,9,5.5,6.5,7,
39,66,E_dunnii,540,10,,,1,
39,66,E_dunnii,540,11,21.9,19.7,,
39,66,E_dunnii,540,12,,,1,
39,66,E_dunnii,540,13,16,22.3,,
39,66,E_dunnii,540,14,15.5,17.8,,
39,66,E_dunnii,540,15,31.8,32,6,
39,66,E_dunnii,540,16,8,12.4,7,
39,66,E_dunnii,540,17,19.7,23.8,,
39,66,E_dunnii,540,18,,,1,
39,66,E_dunnii,540,19,12.2,17.3,,
39,66,E_dunnii,540,20,8.4,9.1,7,
39,66,E_dunnii,540,21,,,1,
39,66,E_dunnii,540,22,7,,8,
39,66,E_dunnii,540,23,,,1,
39,66,E_dunnii,540,24,14.4,,,
39,66,E_dunnii,540,25,16.2,,,
39,66,E_dunnii,540,26,10.2,,7,
39,66,E_dunnii,540,27,16,,,
39,66,E_dunnii,540,28,12.2,,8,
39,66,E_dunnii,540,29,,,5,
39,66,E_dunnii,540,30,6.9,,7,
39,66,E_dunnii,540,31,7.1,,7,
39,66,E_dunnii,540,32,,,1,
39,66,E_dunnii,540,33,,,1,
39,66,E_dunnii,540,34,16.9,,,
39,66,E_dunnii,540,35,,,1,
39,66,E_dunnii,540,36,5.1,,8,18
39,66,E_dunnii,540,37,16.2,,,
39,66,E_dunnii,540,38,,,1,
39,66,E_dunnii,540,39,,,7,
39,66,E_dunnii,540,40,15.6,,,
39,66,E_dunnii,540,41,,,1,
39,66,E_dunnii,540,42,22.1,,,
39,66,E_dunnii,540,43,,,1,
39,66,E_dunnii,540,44,15.3,,,
39,66,E_dunnii,540,45,,,1,
39,66,E_dunnii,540,46,19.2,,,
39,66,E_dunnii,540,47,12.4,,,
39,66,E_dunnii,540,48,31,27.5,6,
39,66,E_dunnii,540,49,8.2,,7,
39,66,E_dunnii,540,50,,,1,
39,66,E_dunnii,540,51,5.9,,7,
39,66,E_dunnii,540,52,7,,7,
39,66,E_dunnii,540,53,12.8,,,
39,66,E_dunnii,540,54,7.5,,7,2
39,66,E_dunnii,540,55,,,1,
39,66,E_dunnii,540,56,22.1,,,
39,66,E_dunnii,540,57,10.3,,,
39,66,E_dunnii,540,58,8.4,,7,8
39,66,E_dunnii,540,59,12.7,,,
39,66,E_dunnii,540,60,15,,,
39,66,E_dunnii,540,61,,,1,
39,66,E_dunnii,540,62,13,,,
39,66,E_dunnii,540,63,22.6,,,
39,66,E_dunnii,540,64,12.3,,7,21
39,66,E_dunnii,540,65,,,1,
39,66,E_dunnii,540,66,21.6,,,
39,66,E_dunnii,540,67,,,7,
39,66,E_dunnii,540,68,27.3,27.3,6,
39,66,E_dunnii,540,69,6.3,,7,
39,66,E_dunnii,540,70,14,,,
39,66,E_dunnii,540,71,20.3,,,
39,66,E_dunnii,540,72,6.7,,7,8
39,66,E_dunnii,540,73,,,1,
39,66,E_dunnii,540,74,17,,,
39,66,E_dunnii,540,75,,,1,
39,66,E_dunnii,540,76,8.7,,7,
39,66,E_dunnii,540,77,10.9,,7,
39,66,E_dunnii,540,78,,,8,
39,66,E_dunnii,540,79,9.5,,,
39,66,E_dunnii,540,80,22.4,,,
39,66,E_dunnii,540,81,17.2,,,
39,66,E_dunnii,540,82,21.3,,,
39,66,E_dunnii,540,83,9.2,,7,
39,66,E_dunnii,540,84,,,1,
39,66,E_dunnii,540,85,21.4,,,
39,66,E_dunnii,540,86,8.9,,7,
39,66,E_dunnii,540,87,,,1,
39,66,E_dunnii,540,88,15.5,,,
39,66,E_dunnii,540,89,,,1,
39,66,E_dunnii,540,90,,,7,
39,66,E_grandis_Anhembi,540,1,18.7,25.2,,
39,66,E_grandis_Anhembi,540,2,,,7,
39,66,E_grandis_Anhembi,540,3,20,25.4,6,
39,66,E_grandis_Anhembi,540,4,6.5,9.5,7,
39,66,E_grandis_Anhembi,540,5,11,18.9,,
39,66,E_grandis_Anhembi,540,6,14.2,23.2,,
39,66,E_grandis_Anhembi,540,7,23,28.5,6,
39,66,E_grandis_Anhembi,540,8,,,7,
39,66,E_grandis_Anhembi,540,9,18.1,24.3,,
39,66,E_grandis_Anhembi,540,10,14.8,21.6,,
39,66,E_grandis_Anhembi,540,11,19.6,24.6,,
39,66,E_grandis_Anhembi,540,12,18.7,24.6,,
39,66,E_grandis_Anhembi,540,13,,,5,
39,66,E_grandis_Anhembi,540,14,11,20.1,,
39,66,E_grandis_Anhembi,540,15,14,22.4,,
39,66,E_grandis_Anhembi,540,16,20.7,25.5,6,
39,66,E_grandis_Anhembi,540,17,7.1,11.8,7,
39,66,E_grandis_Anhembi,540,18,,,1,
39,66,E_grandis_Anhembi,540,19,17.5,25.9,,
39,66,E_grandis_Anhembi,540,20,19,26.4,,
39,66,E_grandis_Anhembi,540,21,7.8,,8,
39,66,E_grandis_Anhembi,540,22,8.3,,,
39,66,E_grandis_Anhembi,540,23,17.3,,,
39,66,E_grandis_Anhembi,540,24,12.9,,,
39,66,E_grandis_Anhembi,540,25,15,,,
39,66,E_grandis_Anhembi,540,26,17.5,,,
39,66,E_grandis_Anhembi,540,27,14.3,,,
39,66,E_grandis_Anhembi,540,28,19.3,,,
39,66,E_grandis_Anhembi,540,29,5,,7,
39,66,E_grandis_Anhembi,540,30,,,7,
39,66,E_grandis_Anhembi,540,31,8,,7,
39,66,E_grandis_Anhembi,540,32,19,,,
39,66,E_grandis_Anhembi,540,33,16.6,,,
39,66,E_grandis_Anhembi,540,34,8,,7,
39,66,E_grandis_Anhembi,540,35,26.2,28.6,6,
39,66,E_grandis_Anhembi,540,36,11.3,,,
39,66,E_grandis_Anhembi,540,37,9.4,,8,
39,66,E_grandis_Anhembi,540,38,19.4,,,
39,66,E_grandis_Anhembi,540,39,23.5,28.5,6,
39,66,E_grandis_Anhembi,540,40,14.5,,,
39,66,E_grandis_Anhembi,540,41,9.9,,,
39,66,E_grandis_Anhembi,540,42,10.5,,,
39,66,E_grandis_Anhembi,540,43,15.8,,,
39,66,E_grandis_Anhembi,540,44,16.8,,,
39,66,E_grandis_Anhembi,540,45,,,1,
39,66,E_grandis_Anhembi,540,46,13.4,,,
39,66,E_grandis_Anhembi,540,47,13.9,,,
39,66,E_grandis_Anhembi,540,48,16.9,,,
39,66,E_grandis_Anhembi,540,49,19,,,
39,66,E_grandis_Anhembi,540,50,14.8,,,
39,66,E_grandis_Anhembi,540,51,13.1,,,
39,66,E_grandis_Anhembi,540,52,,,1,
39,66,E_grandis_Anhembi,540,53,18.3,,,
39,66,E_grandis_Anhembi,540,54,16.7,,,
39,66,E_grandis_Anhembi,540,55,7.7,,7,
39,66,E_grandis_Anhembi,540,56,14.8,,,
39,66,E_grandis_Anhembi,540,57,17.8,,,
39,66,E_grandis_Anhembi,540,58,6.6,,,
39,66,E_grandis_Anhembi,540,59,20.5,,,
39,66,E_grandis_Anhembi,540,60,18.3,,,
39,66,E_grandis_Anhembi,540,61,15.5,,,
39,66,E_grandis_Anhembi,540,62,18.1,,7,21
39,66,E_grandis_Anhembi,540,63,,,7,
39,66,E_grandis_Anhembi,540,64,8.7,,,
39,66,E_grandis_Anhembi,540,65,10.7,,,
39,66,E_grandis_Anhembi,540,66,16.7,,,
39,66,E_grandis_Anhembi,540,67,7.5,,7,
39,66,E_grandis_Anhembi,540,68,16.4,,,
39,66,E_grandis_Anhembi,540,69,12,,,
39,66,E_grandis_Anhembi,540,70,,,1,
39,66,E_grandis_Anhembi,540,71,5.6,,7,
39,66,E_grandis_Anhembi,540,72,13.8,,,
39,66,E_grandis_Anhembi,540,73,16.4,,,
39,66,E_grandis_Anhembi,540,74,17.5,,,
39,66,E_grandis_Anhembi,540,75,10.8,,,
39,66,E_grandis_Anhembi,540,76,17,,,
39,66,E_grandis_Anhembi,540,77,19.5,,,
39,66,E_grandis_Anhembi,540,78,,,1,
39,66,E_grandis_Anhembi,540,79,19.8,,,
39,66,E_grandis_Anhembi,540,80,14.2,,,
39,66,E_grandis_Anhembi,540,81,13.7,,,
39,66,E_grandis_Anhembi,540,82,14.3,,,
39,66,E_grandis_Anhembi,540,83,14.8,,,
39,66,E_grandis_Anhembi,540,84,11.5,,,
39,66,E_grandis_Anhembi,540,85,18.6,,,
39,66,E_grandis_Anhembi,540,86,14.3,,,
39,66,E_grandis_Anhembi,540,87,15.3,,,
39,66,E_grandis_Anhembi,540,88,14.1,,,
39,66,E_grandis_Anhembi,540,89,19.8,,,
39,66,E_grandis_Anhembi,540,90,15.7,,,
39,66,E_grandis_BragPaulista,540,1,,,1,
39,66,E_grandis_BragPaulista,540,2,14.1,24.7,,
39,66,E_grandis_BragPaulista,540,3,9.8,16.9,,
39,66,E_grandis_BragPaulista,540,4,6.7,12.3,7,
39,66,E_grandis_BragPaulista,540,5,17.9,24.8,,
39,66,E_grandis_BragPaulista,540,6,14.2,23.2,,
39,66,E_grandis_BragPaulista,540,7,7.6,13.6,,
39,66,E_grandis_BragPaulista,540,8,19,27.9,,
39,66,E_grandis_BragPaulista,540,9,11,19.3,,
39,66,E_grandis_BragPaulista,540,10,15.8,23.9,,
39,66,E_grandis_BragPaulista,540,11,7.7,14,,
39,66,E_grandis_BragPaulista,540,12,18,28.2,,
39,66,E_grandis_BragPaulista,540,13,17.8,27.8,,
39,66,E_grandis_BragPaulista,540,14,13.1,22.4,,
39,66,E_grandis_BragPaulista,540,15,12.4,19.7,,
39,66,E_grandis_BragPaulista,540,16,,,1,
39,66,E_grandis_BragPaulista,540,17,15.2,25.7,,
39,66,E_grandis_BragPaulista,540,18,19.6,33.2,6,
39,66,E_grandis_BragPaulista,540,19,22.1,30.5,6,
39,66,E_grandis_BragPaulista,540,20,12.8,23,,
39,66,E_grandis_BragPaulista,540,21,12.3,,,
39,66,E_grandis_BragPaulista,540,22,15.1,,,
39,66,E_grandis_BragPaulista,540,23,12.2,,,
39,66,E_grandis_BragPaulista,540,24,10.7,,7,
39,66,E_grandis_BragPaulista,540,25,15.3,,,
39,66,E_grandis_BragPaulista,540,26,9.5,,7,
39,66,E_grandis_BragPaulista,540,27,15.3,,,
39,66,E_grandis_BragPaulista,540,28,15.4,,,
39,66,E_grandis_BragPaulista,540,29,9,,7,
39,66,E_grandis_BragPaulista,540,30,17.3,,,
39,66,E_grandis_BragPaulista,540,31,13,,,
39,66,E_grandis_BragPaulista,540,32,17.4,,,
39,66,E_grandis_BragPaulista,540,33,,,1,
39,66,E_grandis_BragPaulista,540,34,8,,7,
39,66,E_grandis_BragPaulista,540,35,14.9,,,
39,66,E_grandis_BragPaulista,540,36,17.9,,,
39,66,E_grandis_BragPaulista,540,37,23,31.3,6,
39,66,E_grandis_BragPaulista,540,38,18.4,,,
39,66,E_grandis_BragPaulista,540,39,16.9,,,
39,66,E_grandis_BragPaulista,540,40,17.4,,,
39,66,E_grandis_BragPaulista,540,41,14.1,,,
39,66,E_grandis_BragPaulista,540,42,18.7,,,
39,66,E_grandis_BragPaulista,540,43,,,1,
39,66,E_grandis_BragPaulista,540,44,19.9,,,
39,66,E_grandis_BragPaulista,540,45,13.5,,,
39,66,E_grandis_BragPaulista,540,46,7.9,,7,
39,66,E_grandis_BragPaulista,540,47,9,,7,
39,66,E_grandis_BragPaulista,540,48,17.5,,,
39,66,E_grandis_BragPaulista,540,49,23.9,31.7,6,
39,66,E_grandis_BragPaulista,540,50,14.1,,,
39,66,E_grandis_BragPaulista,540,51,13,,,
39,66,E_grandis_BragPaulista,540,52,14.4,,,
39,66,E_grandis_BragPaulista,540,53,9.1,,7,
39,66,E_grandis_BragPaulista,540,54,13.7,,,
39,66,E_grandis_BragPaulista,540,55,18.6,,,
39,66,E_grandis_BragPaulista,540,56,8.8,,7,
39,66,E_grandis_BragPaulista,540,57,14.5,,,
39,66,E_grandis_BragPaulista,540,58,11.8,,,
39,66,E_grandis_BragPaulista,540,59,18.5,,,
39,66,E_grandis_BragPaulista,540,60,8.9,,,
39,66,E_grandis_BragPaulista,540,61,11.9,,,
39,66,E_grandis_BragPaulista,540,62,15,,,
39,66,E_grandis_BragPaulista,540,63,16.2,,,
39,66,E_grandis_BragPaulista,540,64,21.6,28.2,6,
39,66,E_grandis_BragPaulista,540,65,18.9,,,
39,66,E_grandis_BragPaulista,540,66,12.1,,,
39,66,E_grandis_BragPaulista,540,67,17.5,,,
39,66,E_grandis_BragPaulista,540,68,19.2,,,
39,66,E_grandis_BragPaulista,540,69,18.3,,,
39,66,E_grandis_BragPaulista,540,70,7.8,,7,
39,66,E_grandis_BragPaulista,540,71,9.4,,7,
39,66,E_grandis_BragPaulista,540,72,20,,,
39,66,E_grandis_BragPaulista,540,73,12.6,,,
39,66,E_grandis_BragPaulista,540,74,7,,7,
39,66,E_grandis_BragPaulista,540,75,,,1,
39,66,E_grandis_BragPaulista,540,76,18.5,,,
39,66,E_grandis_BragPaulista,540,77,,,7,
39,66,E_grandis_BragPaulista,540,78,13.8,,,
39,66,E_grandis_BragPaulista,540,79,14.7,,,
39,66,E_grandis_BragPaulista,540,80,16.4,,,
39,66,E_grandis_BragPaulista,540,81,9.8,,,
39,66,E_grandis_BragPaulista,540,82,20.2,,,
39,66,E_grandis_BragPaulista,540,83,13.8,,,
39,66,E_grandis_BragPaulista,540,84,16.7,,,
39,66,E_grandis_BragPaulista,540,85,15.3,,,
39,66,E_grandis_BragPaulista,540,86,14,,,
39,66,E_grandis_BragPaulista,540,87,13.9,,,
39,66,E_grandis_BragPaulista,540,88,15.4,,,
39,66,E_grandis_BragPaulista,540,89,13.7,,,
39,66,E_grandis_BragPaulista,540,90,13.9,,,
39,66,E_pellita,540,1,13.6,19.2,,
39,66,E_pellita,540,2,6.7,6.9,7,
39,66,E_pellita,540,3,,,1,
39,66,E_pellita,540,4,20,23.4,,
39,66,E_pellita,540,5,20.1,22.7,6,2
39,66,E_pellita,540,6,14.8,18.5,,
39,66,E_pellita,540,7,,,1,
39,66,E_pellita,540,8,9.3,13.7,7,
39,66,E_pellita,540,9,17.9,20.4,,
39,66,E_pellita,540,10,16.1,18.8,,
39,66,E_pellita,540,11,,,1,
39,66,E_pellita,540,12,12,13,2,
39,66,E_pellita,540,13,18.2,19.4,,
39,66,E_pellita,540,14,7.4,7.7,7,
39,66,E_pellita,540,15,7.9,11.4,7,
39,66,E_pellita,540,16,13,15.4,2,
39,66,E_pellita,540,17,9,14.8,7,
39,66,E_pellita,540,18,17.1,18,,
39,66,E_pellita,540,19,,,1,
39,66,E_pellita,540,20,,,1,
39,66,E_pellita,540,21,11.7,,,
39,66,E_pellita,540,22,18.1,,,
39,66,E_pellita,540,23,,,1,
39,66,E_pellita,540,24,27.8,27.7,6,
39,66,E_pellita,540,25,14.1,,,
39,66,E_pellita,540,26,,,7,
39,66,E_pellita,540,27,18.1,,,
39,66,E_pellita,540,28,,,1,
39,66,E_pellita,540,29,16.5,,,
39,66,E_pellita,540,30,7.4,,7,
39,66,E_pellita,540,31,23.2,17.6,6,2
39,66,E_pellita,540,32,11.7,,,
39,66,E_pellita,540,33,12.5,,,
39,66,E_pellita,540,34,10.1,,7,21
39,66,E_pellita,540,35,25.8,29,6,
39,66,E_pellita,540,36,10.4,,,
39,66,E_pellita,540,37,,,1,
39,66,E_pellita,540,38,15.4,,,
39,66,E_pellita,540,39,10.5,,,
39,66,E_pellita,540,40,23.7,24,6,
39,66,E_pellita,540,41,13.2,,,
39,66,E_pellita,540,42,,,5,
39,66,E_pellita,540,43,,,1,
39,66,E_pellita,540,44,18.3,,,
39,66,E_pellita,540,45,13.2,,,
39,66,E_pellita,540,46,10.9,,,
39,66,E_pellita,540,47,8.4,,7,
39,66,E_pellita,540,48,17.1,,,
39,66,E_pellita,540,49,11.8,,,
39,66,E_pellita,540,50,11.7,,,
39,66,E_pellita,540,51,12.9,,,
39,66,E_pellita,540,52,,,1,
39,66,E_pellita,540,53,13,,,
39,66,E_pellita,540,54,15,,,
39,66,E_pellita,540,55,,,1,
39,66,E_pellita,540,56,21.3,,,
39,66,E_pellita,540,57,,,1,
39,66,E_pellita,540,58,15,,,
39,66,E_pellita,540,59,16.6,,,
39,66,E_pellita,540,60,22,,,
39,66,E_pellita,540,61,,,5,
39,66,E_pellita,540,62,12.5,,8,
39,66,E_pellita,540,63,11.8,,,
39,66,E_pellita,540,64,,,1,
39,66,E_pellita,540,65,12.5,,,
39,66,E_pellita,540,66,17.1,,,
39,66,E_pellita,540,67,19.8,,,
39,66,E_pellita,540,68,18.3,,,
39,66,E_pellita,540,69,17.4,,,
39,66,E_pellita,540,70,5.4,,7,
39,66,E_pellita,540,71,22.4,,,
39,66,E_pellita,540,72,9.9,,,
39,66,E_pellita,540,73,,,7,
39,66,E_pellita,540,74,15,,,
39,66,E_pellita,540,75,15.2,,,
39,66,E_pellita,540,76,6.5,,,
39,66,E_pellita,540,77,,,1,
39,66,E_pellita,540,78,19.2,,,
39,66,E_pellita,540,79,6.6,,7,
39,66,E_pellita,540,80,,,5,
39,66,E_pellita,540,81,18.6,,,
39,66,E_pellita,540,82,,,5,
39,66,E_pellita,540,83,12.6,,,
39,66,E_pellita,540,84,9.5,,,
39,66,E_pellita,540,85,11.4,,,
39,66,E_pellita,540,86,,,5,
39,66,E_pellita,540,87,5.5,,7,
39,66,E_pellita,540,88,,,1,
39,66,E_pellita,540,89,14.9,,,
39,66,E_pellita,540,90,16.9,,,
39,66,E_tereticornis,540,1,12.5,14.1,,
39,66,E_tereticornis,540,2,,,1,
39,66,E_tereticornis,540,3,,,1,
39,66,E_tereticornis,540,4,,,5,
39,66,E_tereticornis,540,5,10,10.5,,
39,66,E_tereticornis,540,6,20.2,16.8,6,
39,66,E_tereticornis,540,7,,,5,
39,66,E_tereticornis,540,8,,,1,
39,66,E_tereticornis,540,9,9.9,11.7,,
39,66,E_tereticornis,540,10,,,1,
39,66,E_tereticornis,540,11,14.3,8.8,,
39,66,E_tereticornis,540,12,,,5,
39,66,E_tereticornis,540,13,9.1,6,,
39,66,E_tereticornis,540,14,,,1,
39,66,E_tereticornis,540,15,11.5,10.6,,
39,66,E_tereticornis,540,16,12.8,11,,
