N_tume,I_meses,Esp,Parc_m2,N_arv,DAP_cm,H_m,Cod
2,24,E_urophylla,432,49,6.5,8,
2,24,E_urophylla,432,50,8,8.5,
2,24,E_urophylla,432,51,0,,1
2,24,E_urophylla,432,52,9.5,9,
2,24,E_urophylla,432,53,7,8,
2,24,E_urophylla,432,54,10,9.5,
2,24,E_urophylla,432,55,9.5,10,
2,24,E_urophylla,432,56,7,7.5,
2,24,E_urophylla,432,57,8,8,
2,24,E_urophylla,432,58,8,8.5,
2,24,E_urophylla,432,59,7.5,7.5,
2,24,E_urophylla,432,60,7.5,8,
2,24,E_urophylla,432,61,9,9,
2,24,E_urophylla,432,62,6.5,7.5,
2,24,E_urophylla,432,63,6.5,8,
2,24,E_urophylla,432,64,8.5,8.5,
2,24,E_urophylla,432,65,8.5,8.5,
2,24,E_urophylla,432,66,8,8.5,
2,24,E_urophylla,432,67,8.5,8,
2,24,E_urophylla,432,68,6.5,7,
2,24,E_urophylla,432,69,4,6.5,
2,24,E_urophylla,432,70,7,8,
2,24,E_urophylla,432,71,7.5,7.5,
2,24,E_urophylla,432,72,5.5,7,
2,24,E_amaldulensis,432,1,7,7.5,
2,24,E_amaldulensis,432,2,7,7.5,
2,24,E_amaldulensis,432,3,5,7,
2,24,E_amaldulensis,432,4,6.5,7.5,
2,24,E_amaldulensis,432,5,7,8,
2,24,E_amaldulensis,432,6,7.5,8.5,
2,24,E_amaldulensis,432,7,6.5,7.5,
2,24,E_amaldulensis,432,8,7,8.5,
2,24,E_amaldulensis,432,9,7.5,8.5,
2,24,E_amaldulensis,432,10,9,9,
2,24,E_amaldulensis,432,11,7.5,7,
2,24,E_amaldulensis,432,12,5.5,6.5,
2,24,E_amaldulensis,432,13,6.5,7,
2,24,E_amaldulensis,432,14,6.5,6.5,
2,24,E_amaldulensis,432,15,7,7.5,
2,24,E_amaldulensis,432,16,7,7.5,
2,24,E_amaldulensis,432,17,8.5,8,
2,24,E_amaldulensis,432,18,6,7,
2,24,E_amaldulensis,432,19,1,2,
2,24,E_amaldulensis,432,20,7.5,8.5,
2,24,E_amaldulensis,432,21,6,7.5,
2,24,E_amaldulensis,432,22,7.5,7.5,
2,24,E_amaldulensis,432,23,7.5,8,
2,24,E_amaldulensis,432,24,7,7,
2,24,E_amaldulensis,432,25,7,8.5,
2,24,E_amaldulensis,432,26,7,8,
2,24,E_amaldulensis,432,27,2.5,4.5,
2,24,E_amaldulensis,432,28,7.5,8.5,
2,24,E_amaldulensis,432,29,5.5,7,
2,24,E_amaldulensis,432,30,5.5,7,
2,24,E_amaldulensis,432,31,5.5,7.5,
2,24,E_amaldulensis,432,32,6,7.5,
2,24,E_amaldulensis,432,33,2,4,
2,24,E_amaldulensis,432,34,7,7.5,
2,24,E_amaldulensis,432,35,6.5,7.5,
2,24,E_amaldulensis,432,36,6,8,
2,24,E_amaldulensis,432,37,5,7.5,
2,24,E_amaldulensis,432,38,5,7,
2,24,E_amaldulensis,432,39,7.5,8,
2,24,E_amaldulensis,432,40,6,7.5,
2,24,E_amaldulensis,432,41,6,7.5,
2,24,E_amaldulensis,432,42,6.5,7.5,
2,24,E_amaldulensis,432,43,5,7.5,
2,24,E_amaldulensis,432,44,7,8,
2,24,E_amaldulensis,432,45,8,8,
2,24,E_amaldulensis,432,46,6,6,
2,24,E_amaldulensis,432,47,5.5,6,
2,24,E_amaldulensis,432,48,1.5,3.5,
2,24,E_amaldulensis,432,49,3,4.5,
2,24,E_amaldulensis,432,50,3.5,4.5,
2,24,E_amaldulensis,432,51,5.5,7.5,
2,24,E_amaldulensis,432,52,5.5,6.5,
2,24,E_amaldulensis,432,53,7.5,9,
2,24,E_amaldulensis,432,54,6,7.5,
2,24,E_amaldulensis,432,55,6,7.5,
2,24,E_amaldulensis,432,56,4,6.5,
2,24,E_amaldulensis,432,57,5.5,6,
2,24,E_amaldulensis,432,58,7,8,
2,24,E_amaldulensis,432,59,6.5,7,
2,24,E_amaldulensis,432,60,7.5,8,
2,24,E_amaldulensis,432,61,2.5,4.5,
2,24,E_amaldulensis,432,62,7,8,
2,24,E_amaldulensis,432,63,4,6,
2,24,E_amaldulensis,432,64,6,7.5,
2,24,E_amaldulensis,432,65,5.5,6.5,
2,24,E_amaldulensis,432,66,7,8,
2,24,E_amaldulensis,432,67,7.5,8.5,
2,24,E_amaldulensis,432,68,5.5,7.5,
2,24,E_amaldulensis,432,69,7.5,8,
2,24,E_amaldulensis,432,70,7.5,8,
2,24,E_amaldulensis,432,71,4,6.5,
2,24,E_amaldulensis,432,72,7,7.5,
